tweet	sarcasm	sentiment
@oceanazul80 ترى نسونجي اوباما ادكر بعزا نلسون منديلا نسى حاله مع رئيسة وزراء دينمارك  لما طلعت عليه مشيل وجخرت فيه خاف   بعدها غير مكانه 😂😂	1	0
مثلهم مثل أنصار مبارك وأنصار كل مستبد يتصورون مشكلتهم مع الكتاب والإعلاميين ثم يفاجأون أن مشكلتهم مع الواقع الذي امتلأ بالمظلومين والمحبطين	1	0
@mayadiab مايا دياب بهديك اغنية الفنان الجزائري دي جي سنايك و جستن بيبر و عليك و علي حلاوتك https://t.co/ChKtCeMFuI	0	1
@AJArabic يعيش بوتن قاهر الدواعش	0	1
و #السيسي حارب #الارهاب عشان كده بتحصل تفجيرات , حسبنا الله ونعم الوكيل	1	0
الأسواني:لماذا تصر الولايات المتحدة على استمرارها في دعم مرسي للنهاية رغم قتله للمصريين وقمعه للتظاهرات …	0	0
الذين انتخبوا شفيق ليسوا بالضرورة فلول الفلول ببساطة هم كل من اشترك واستفاد من فساد مبارك لا يمكن للثورة ان تتحالف معهم لانها قامت ضدهم	0	0
@JohnKerry @AhmadAliRafiq #كيري انت عديم فائده ولاانسانيه ولاضمير لك#العدوان_السعودي_على_اليمن#يوم_الطفل_العالمي https://t.co/Bbgu58JEPK	1	0
بنصور فيديو #MannequinChallenge احناا فاجرين عليا الطلاق😂	0	1
اللهم يارحمـــن أنزل  لطفك ورحمتك على أهل السنه في #سوريا و #اليمن #العراق #بورما	0	0
@farooos__07 اذا ايفون اعطني اذا جلكسي عادي بعد بشحن فيه الشبكة هههههههههههههههه 😂😂💔	1	1
مشاعري، حبي، حياتي، شوقي، ولهفتي، متصدقين مني لاني مصدقاك😭💙🎶.#اليسا	0	1
الراي العام: مليون دولار منحة من «الصندوق الكويتي للتنمية» لعلاج الاطفال السوريين النازحين… https://t.co/VcZiKNKcHc https://t.co/8jALBBrNB0	0	1
RT @n_iraq67: @EHSANFAKEEH #افضحوا_العبادي_الجبانالصفحة الرسمية لحيدر العبادي تحذف منشوره الذي هاجم فيه #أردوغان بعد ساعات فقط من نشرهحي…	1	0
بريطانيا أفتكرت بمجرد تنصيب قطاع طرق ورعاع ستفرض فيهم ماتريد داخل عدن	0	0
"يا له من عالم ""مزري"" !!! -_- #تويت_بخطك"	0	0
بوكيمون المرتزق ..أحسن من المرتزقة اليمنيين https://t.co/DuyDWtCYMn	1	0
أحيي الذين سيخرجون اليوم معلنين رفض الانقلاب ، فسكوت الشعب استقرار لحكم العسكر الباطل #مصر	0	1
يا جماعه هذا بوكيمون ماحدا عرف يصطاده ويطعميه للجرذان===========================	1	0
"احضن اللى بتحبه "" بكلامك "" ^_^ ! - قوله كلمة حلوة #فجأة :"") !"	0	1
مصر ثالث أعلى الدول ديوناً في العالم - ربنا ينتقم من العصابة واحد واحد ويورينا فيهم يوم!	0	0
@MoathDev @Fishisfast_AR معاذ .. اخوي تعامل مع مناوله ويمدحه ياخذون 20 ريال على الطلبيه ويتعاملون مع امازون فقط .. يمكن ينفع لك	0	1
يوم الجمعة هو أحب الأيام للمصريين الأحرار يلتقون معا فى الشوارع بلا موعد ولا ترتيبات يهتفون للحرية وللشرعية ولخير مصر وسقوط الانقلاب	0	1
"#السعودية | مدرسة في مصر تُعلّم طلابها: ""إسرائيل طيبة القلب!"" https://t.co/wURJUn54S3"	0	1
# تقريبا دي اكتر حاجة قريتها جسدت المذبحة اللي حصلت لاقرب ما يمكن #مذبحة_بورسعيد	0	0
#انطلاق_سعوديات_ضد_الاسقاط    المرأه السعوديه حلمها فقط أن تملك نفسها وتصير ولية نفسها بينما هيلاري كلنتون أصبحت رئيسة أقوى دوله في العالم.	1	0
@abdullahelsher1 صحيح بين دولة العشريين و دولة يقودها شخص حتى افقر دول اقريقيا ابت تستقبلو و كان واقف مسخرة حتى يسلم على اوباما مسخرة و ذل	0	0
RT @LibanCulture: وفعلها سعد رمضان وتحوّل إلى عريسٍ في ضيعته برجا@Saad_Ramadan https://t.co/N2SGUsAJTC https://t.co/kFsDij28fx	0	1
الموت لأمريكا وسفارة امريكا اليوم تباشر اعمالها في العاصمةصنعاء كلة عمل  جبنة #كيري	1	0
هل ستستمر مكافحة #الارهاب بالشعارات والأغاني الوطنية ؟! #كفى_عبثا واستهانة بأرواح الأبرياء	1	0
@Orientalists1 اغلب من يحكم اوربا وامريكا هم اليمين المتطرف المسيحي ومن يسيطر على زعامات اليهود هم المتدينين	1	0
شاركنا| أكتر إطلالة حبيتها لـ #ميريام_فارس؟ #CBCDrama https://t.co/NpJFmxbDwf	0	1
انت الغالى اللى بقالى سنين بهواه #الزمالك #الزمالك_الافريقي	0	1
الاهمال تهمة يجب ان يحاسب عليها الانسان و خصوصا اذا مان مسؤول هذه في فرنسا بس مو بالخليج	0	0
المغضوب عليهم في #مهرجان_القاهرة_السينمائي لمعارضتهم النظامhttps://t.co/HVxqyxcOrC …	1	0
ابوي يقول اذا عجزتي بتصيرين زي هيلاري كلنتون هههه🙂💔	1	0
الاغنية دي جبارة :) انا مش مسامحة يالي سرقتوا من حياتي الفرحة :') #نوال_الزغبي https://t.co/Ds2pbOEl8N	0	1
قضي الأمرهنا اتضحت الرؤياوسقطت الأقنعة وانكشف المستور بمعرفة من وراء استعداء الإعلام الغربي ضد بلادنا بحجة الولاية. https://t.co/PYvAIZkQYL	0	0
عبد المنعم ابو الفتوح اعداء المصريون فى الخارج والداخل يدبرون مؤامرات لاجهاض ثورة يناير # #	0	0
حركات ولدي لا تشوف بوكيمون لانه من صنع اليهود https://t.co/OSu0heFWyy	0	0
48670715 _ قلت وأكرر المجد لعاصري الليمون لأن وجودهم على رأس معارضي مرسي الآن هو ماينفي عنها تهم الفلولية	0	0
سواقين #اوبر حراميه ولا قاتلين قتله ولا اية ظروفكم بقا @Uber_Egypt	0	0
@aselo___ هذي مو حق جستن بيبر؟ خرا الاغنيه	0	0
استشهاد الشاب الفلسطيني قاسم أمجد إبراهيم (22 عاماً) في السجون السورية بعد 5 شهور من اعتقاله #سوريا #فلسطين https://t.co/60hB94pmjh	0	0
فى كل دول العالم الاغنياء يطعمون الفقراء الا فى العراق فى عاشوراء الفقراء هم من يطعمون الاغنياء عظم الله اجركم… https://t.co/usf9o2wFXp	0	0
"""الشيخ"" يقود مصر المقاصة لاعتلاء صدارة الدوري بالفوز على الداخلية بهدف نظيفقاد أحمد الشيخ لاعب فريق مصر... https://t.co/i4CFgPU2ww"	0	1
@hazemerfan اول مرة اشوفه امبارح لطيف، فكرة مسلسل ونوس اللي كان في رمضان	0	1
RT @Ihab_NR: أردوغان يعزي بذكرى إستشهاد الحسين عليه السلام لن تنطلي مثل هكذا ألاعيبالتي تريد أن تبين فيها أنك لست بطائفي https://t.co/6lI…	0	0
أجواء ممطره، و خيرات على اردننا الحبيب. صباحكم جميل.#كرتكوم #حب_الأردن #الشتاء #عمانيات #JordanMoments #Jordan #Amman #beamman #Christmas	0	1
#قطر_الخيريةتزداد معاناة النازحين السوريين بحلول الشتاء حيث يجتمع عليهم البرد والجوعساهم برسالة SYAB لـ 92642بقي… https://t.co/qsliwGuNPs	0	0
كل شى كتبته غلط كل شى حسبته غلط فى #الامتحانات	0	0
"شاهد - آخر كلام: ""تأشيرة براني"" نصابون برخصة حكومية #"	1	0
@MahboulDZ4 هاذو حمير ما حبوش يتحولو لسمكات ففضلو الانسحاب هذا السؤال جاوبني عليه غوغل	1	0
عزيزي السلفي الراغب في قتل نفسك من أجل منع رحلات الطيران القادمة من إيران، بالنسبة لرحلات الطيران الإسرائيلي القادمة إلينا كل يوم، إيه؟	1	0
أنا ضد أنا يكون نائبي إمراة أو مسيحي من أجل دعاية انتخابية ولكن سيتم إختيار الاكفأ في كل مجال سواء # #	0	0
صحى عيون الناس محبوبى قبل الكل ❤🙈 #فيروز 😍😍	0	1
@f32017 @Sesta_53 @AAeat9485 انقذوا اخوكم قبل البحث عن الخطا لانكم لن تجدوه في غوغل موساد اخر زمن ألقِ نظرة على تغريدة	0	0
الميزة الوحيدة لحزب النور هو توافر مادة جيدة للبرنامج لكن انا بقول ان البلد اهم من البرنامج :)	0	0
حاجات_بتفرح_في_مصر اللمه الحلوه مع اصحابي	0	1
#وائل_جمعة عمل المعلق بيقول مش هنعتبر وائل هو اللي عمله خلاص نعتبره #كمال_جمعة او #جمال_جمعة_جيمي :) :) :)	1	1
#الحرية_للإخوان #انصاف_الاخوان	0	1
#6ابريل صباح الغباء # خلطة نقاء وغباء ثوري النتيجه حزب وطني #نيولوك #الحرية_للمعتقلين #ماهر #دومه #عادل # #…	1	0
بشار الأسد: الدنمارك تتبع الولايات المتحدة كالعمياء https://t.co/wGgJOx2TbW	1	0
قدمت أسرة التربية الإسلامية محاضرة شيقة بمناسبة ذكرى المولد النبوي الشريف بعنوان ( تعلمت من الرسول ) https://t.co/PHvLOwqqQ1	0	1
المقاطعة الشاملة للانتخابات كان يحب الحشد لها حتى تكون مؤثرة اما المقاطعة الفردية فهى اجمل هدية نقدمها للفلول هم يشترون الاصوات ونحن نبددها	1	1
"لو أدرك #المسلمون حقيقة ماذا فعل #الاحتلال ""#الاستعمار""بهم ..لفهموا حقيقة #الإسلام وتاريخه ..المغيب المقصود من أدوات #الاحتلال!!"	0	0
حاميها حراميها 	1	0
"السياسة #الشرعية التي يعمل بها #السلفيون في بلاد #الحرمين مزورة ومكذوبة على #الاسلام وان صفق لها كبار #العلماء واتحدى في ذلك"""""	0	0
@abuyemmen @alhanouf0690 ترى انت واحد بس من ضن اليمنين الشرفا اللي ما صاروا كلاب إيران ، إيران دمرت العراق سوريا والان انتم وتكذب عليكم	1	0
لو لسه مصدق وهم نعم من أجل الإستقرار يعني جرب تسمع كده جايز تغير رأيكألا هل بلغت ونهاركم سعيد	0	1
#حمدين لقى #30_يونيو كلها مع #السيسى قالك سيبك منها وخليك مع #25_ينايرالله يكسفك واطى و أهبل	1	0
في #القدس المحتل تحدواالصهاينة وأعلنوا الأذان من فوق أسطح بيوتهم وببلادالحرمين نجد ثلة من السفهاءيطالبون بالإيقاف #اوقفوا_مكبرات_صوت_المساجد	1	0
اكتر حاجة ضايقتنى اننا كنّا هنعمل #MannequinChallenge  امبارح بس نسيت -_-مش هنعمله بقا يا دفعه😂😂😍	0	1
إدانة مديرة صندوق النقد الدولي بـ«الإهمال» في فرنسا https://t.co/IsqtZUhjbC https://t.co/C5Bad51Sr9	0	0
فساد في بعض المستشفيات الغير خاضعة للرقابة	0	0
RT @ahmd1212s45hq: صح النوم كم مرا قلنا لكم بان اردوغان رجل واطي ورجل تجاري فقط https://t.co/W1r632Al4I	1	0
3) #الطبالة يمارسون #حرب_اللاعنف على المشروع الاصلاحي، فيحاربون جميع المصلحين بالقذف والتخوين مما يساهم جليا في خلق متطرفين راديكاليين	0	0
سيناتور ديمقراطي يطالب باغتيال أسانج مؤسس ويكليكس .هيلاري كلنتون تطالب باغتياله بطائرة دون طيار .وتأيد لهذا الطلب… https://t.co/WBwJflKzte	0	0
المولد النبوي الشريف مروة الجادرجي ..بغداداحتفلت الامة الاسلامية بولادة النبي الكريم محمد صلى الله علية وسلم... https://t.co/bhF7VmvfCe	0	1
مع هطولات المطر الغزيرة والحرارة المتدنية للغاية .. لا ننسى ملايين النازحين السوريين ممن فقدوا بيوتهم ولا يملكون اليوم أي وسيلة للتدفئة ..	0	0
شكراً جزيلاً على تعليقاتكم الجميلة ويا رب يعجبكم الفيلم إنتم كمان	0	1
برأيكم كم وصل عددهم اليوم.. ما زال الأقصى يُدنس، وما زالت اسرائيل مصممة على منع الآذان، ولن يتحرك أحد لنصرة #القدس… https://t.co/PKNrWOad6F	0	0
#عادل_امام ربنا يديله الصحة	0	1
فيدرر vs نوفاك رولان 2011فيدرر vs مورى ويمبلدون 2012 #افضل_مباراة_تنس_شاهدتها	0	1
@msafr2002 مني ناسيه، بس حتى روسيا عندها مصالحها اولا واخيراقبل مصالح ايه بلد تاني	0	0
"تقول ""صلي ع النبي"" و أجدعها خناقة تنفض #"	0	1
بيطلع ع بالي.....ارجع انا وياكانت الاساسي....وبحبك بالاساسكيفك انت....ملا انت#فيروز https://t.co/KSlMzy48Yc	0	1
مستحيل تتغير قناعتيان #ميسي اسطورة بس م راح يوصل ل #كريستيانو ابدا #كريستيانو الافضل على الاطلاق	0	1
انصار الحرية والديمقراطية فى اوروبا وضعوا الشجاعة قبل اى شيئ اخر ناد ايطالي ينتظر موقف الانقلاب من عبد الظاهر	0	0
RT @floloalflolo: ضاعت النخوةالعربيه ضاع الاسلامبايدي العرب والمسلمين من تحت راس المجوسةالسعوديهشتت العرب والمسلمين ودخلتهم جحر الحمار ب…	1	0
RT @yousefalawnah: متطرف شيعي داعش جنبه تطلع يونيسكو!يريد إسقاط عائشة وأبو بكر وعمر والمذيع يشكره!تعال سقط ط... https://t.co/al447Ukua1	1	0
الأرجنتين لا شي بدون ميسي 😎حتى لو فازت أداء غير مقنع ❌	0	0
في كل إعلاناتهم المدفوعة بملايين الدولارات في صحف اميركا واوروبا يركز الكذابون علي ان الاخوان حرقوا ٩٠كنيسه في	0	0
RT @mh_awadi: #مصر في الأخبار :أغذية ملوثةأكل لحوم الحميرإعتقالات قسريةقتل بلا محاكمةحرب على الإسلامتحالف مع سفاحي #حلبطعن في ظهر #…	1	0
#افضل_مباراة_تنس_شاهدتها#فيدرر ضد #نادال 2006 نهائي روما .. اعتقد انها اجمل مباراة فيها لمحات في تاريخهماhttps://t.co/E38kfxU4aO	0	1
@yusufashraf2 كل سنة و انت طيب يا يوسف و يارب ميريام فارس تقولهالك😂🌸💕	0	1
#كلمة_شكر ل عآدل عبدالله ع البلنتي و الطرد اللي حصله ، اصلاً الطرد احلى 😳😳	1	1
منظمة أطباء بلا حدود تستنكر منع #الاحتلال المريض عبد الكريم أبو لبن (32) عاماً من قطاع #غزة، من السفر للعلاج في... https://t.co/ubFJ2AGAgX	0	0
واحشني قوي و انا مقصر معاك عندك حق :) كلم شادي و الشباب و خلينا نتقابل يوم الجمعة و العشاء عليا	0	1
909 ألف شكر	0	1
تناسوا الشهداء وتذكروا الكورة أول لطمة على قفا كل انقلابي عامل فيها ناسي جات له امبارح من كوماسي	0	0
إبراهيم عيسى قلم شجاع وضمير يقظ وعلامة بارزة فى تاريخ المهنة تحية له ولفريق الدستور وستبقى حرية الصحافة فى مصر ثمرة مستحقة لنضال الصحفيين	0	1
_ لم أهاجمه بل أحترمه ولو كان له أخطاء فهو بالتأكيد شخصية تحترم	0	1
مصر لسا فيها خير كتييير نعم لباسم #ثورة_25_يناير #باسم_رئيسا_لمصر #انتخبوا_العرص	1	0
@Alito_NBA 😂😂😂😂 اعلان خالع	1	0
رحم الله الشيخ الجليل #نادر_العمراني أمين عام هيئة علماء #ليبيا الذي اغتالته أمس يد الغدر الآثمة فاللهم تقبل... https://t.co/PNjDKELX8e	0	0
عشاق #فيروز بدمشق يحتفلون بعيد ميلادها  https://t.co/dj9NPlilTM	0	1
RT @MousaAlomar: القاريء رعد الكردي .. من السليمانية في العراق .. ما شاء الله وتبارك الله .. على هذا الصوت وكأنه من مزامير دَاوُود.. https:…	0	1
اذا كانت الإعادة بين مرسي وشفيق فواجبنا في حماية الثورة يفرض علينا عمل جبهة وطنية واسعة لكى ندعم الاخوان ضد نظام مبارك الفاسد الدموي	0	0
علاء الأسواني يروى عن شباب الثورة: إذا لم نعرف من أين ينفق الإخوان والسلفيون فلا شرعية لأى انتخابات >>	0	0
إذا فتحت أي أغنية أجنبية عاليوتيوب وشغلت الأوتو بلاي حينتهي بك المطاف لأغاني جستن بيبر لامحالة.#مغص	1	0
RT @ahmed_Nagy33: #تحذيرات_رعاه_الارهابمصر بخير يا شوية خرفان يا بتوع👈ماااسريا بتوع 11/11كشفناكماسمها👈 #مصر الكنانة محفوظه من #رب_العالم…	1	0
@oceanazul80 او  ارقام ص😂😂😂😂😂بابا  رندفو او انه امثل علينا قدام الكاميرات  انه ها شفوني 😂😂😂😂😂والله يا اوباما مخلغين اسنان هي اسوالف 😂😂😂😂😂	1	0
يريدون استلام #حلب ويظنونها #خان_الشيح#لافروف يحادث #كيري حتى يخرج المجاهدون منهاعجيب مالذي تملكه #أمريكا التي عداءها لايقل عن عداء #روسيا	0	0
أنا ضد التمويل الاجنبي تماماً الغريب ان ينتسب البعض الى الاسلام ويستغلون فقر الناس ويشترون اصواتهم ثم يتبارون في البذاءة اى اسلام هذا	0	0
@2213Ali @kayza111 نوفاك بطل العالم!!😳روجر فيدرر اسطوره هاللعبه وكفى✋	0	1
التليفزيون يعرض ميادين خالية اغلقها الجيش ويترك اربعين مليونا بلا تغطية درية شرف الدين فين مظاهرات الشعب اهوه	0	0
25: #الميدان:مفتي الدم الانقلابي صدق على اعدام 37 من 528 تم احالة اوراقهم اليه 	0	0
RT @_ahmed_messi_: أيفون 7 هينزل ب 17 ألف جنيه ، دنا مستلف 12 جنيه من أتصالات ولسه مرجعتهمش 😂😂 https://t.co/RfjGQgGZkV	1	0
وبعدين ميريام فارس حلوه اوڤر كدا ليه😍	0	1
@Ew_D07 تفو عليك ميت على ريال مدريد وهداف الدوري الالماني واسرع مهاجم بالعالم	1	0
بحسب الجزيرة ميدان التحرير يتسع ل 500 ألف مصري أو 2 مليون إسلامي	1	0
RT @abdullah7914: الحمدالله على نعمة الاسلام...وهذي الطفله يعلمونها اهلها ي حسين ي حسين قوله تعالى {وَمَنْ يُهِنِ اللَّهُ فَمَا لَهُ…	0	1
7_ أقرب مما تتصور وإحتمال كبير تلاقيها عند بتاع الطعمية وتترحم عليا وتقول ماكانش يومك يابلال	0	0
مبدا تهجير الأقباط من منازلهم عند حدوث توتر طائفي جريمة إضافية في حق مواطنين مصريين صدقوا ان هناك دولة لا اصدق ان الشرطة عاجزة عن حمايتهم	0	0
أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء	0	1
هدنه هشه لم ترى النور صاروخ بالستي على مأرب وقصف أحياء تعز وصقور الجو العربي وصلت سماء صنعاء واشتباكات في مارب وسﻻمتكم#فشل#كيري	0	0
قطع اذن مواطن واحراق الكنائس والاعتداء على اهالي الشهداء كل هذا مسموح به وعندما يكتب شاب ثوري على الحائط يقدم لمحاكمة عسكرية اين العدل	1	0
شاهد بالفيديو أوباما يمضغ العلكة ويسحبها من فمه في حضور رئيس وزراء الهند!https://t.co/9gBe5NEyAF	1	0
المسلمانى أغلي متحدث إعلامى للرئيس وأشهر كذاب ومنافق ومضلل ومحرض تحول الى قليل الأدب ووضع معارضي الجيش في سلة القمامة كلام زبالة	0	0
عزيزي المتطرف: قبل أن تستخدم تعبير أسد في وصف شيخك، فكر قليلا في مشاعر السيدة والدته	1	0
RT @DRabusaad: #تكفي_يابو_فهد_نحتاج_للهييهرحم الله أسدالسنه الامير نايف بن عبدالعزيز واعز الله الاسلام والمسلمين ب الملك سلمان  https://t…	0	1
شبيسى ليز اللى كان عليه طماطمية كبيرة #مقدرش_انسى	0	1
#عبدالله_المنيفي_يهدد_هشام_بالقتل#الكويت لنا يا عزيزي قدمنا شهداء سعوديين من أجل الكويت و الأن نقدم شهداء لنا في… https://t.co/HtO2vKOfS8	0	0
لا افهم سبب الاصرار على قانون الانتخابات الذي رفضت كل القوى الوطنية والسياسية د عبد المنعم أبو الفتوح في ندوة بنادي هليوبوليس	0	0
السلطة تمارس إجراما سياسيا ضد الفقراء	0	0
افتخر بلغتي 😍😍 #اليوم_العالمي_للغة_العربية	0	1
1981 الله ينور عليك يا أحمد مقالين أروع من بعض المجد للكتابة الحلوة	0	1
يوسف_الحسيني يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتي تحت اشراف قناة الجزيرة	1	0
"#مشاهير عاصي الحلاني عن فضيحة ""بيغ أبل أوورد"": وحياة أولادي لم أدفع مالاً مقابل جائزتي: أثار مقال نشره الإعلا... https://t.co/qaGFCx85ZV"	0	0
@mzmjralraq اذا انتهوا من حلب و ادلب اي انتهوا من جبهة النصرة الاسرائيلية....ما الحجة المقبلة؟؟داعش	1	0
اسطورة اغلبية الشعب معاه، نصف الشعب طنش الانتخابات، و نصف اللي شارك لم ينتخب مرسي، و نصف اللي انتخبه عاصر لمونة و بيتظاهر ضده	1	0
لوسمحت تكلم عن نادال ونوفاك، بس فيدرر لا تدخله في مقارنات مع هالجحلط .. بليز يعني https://t.co/8wjZB5z5iS	1	0
_ لا ده نتكاتف فيه رغم اى خلافات أو أخطاء حدثت	0	1
عاد آجا هتآخذ راحتها أكثر مع فيدرر ياليت هالمرة iptl يحطوها مع فريقالمايسترو بتكون وديات ديسمبر حدثكبير عندي في… https://t.co/QzzUxkWAhK	0	1
RT @MagdyMa35145454: طنط منى بتاع المنوفيهنووووو اوباما سيسى يسمعلش من المنوفيه ههههههههههه https://t.co/855VVTA0DD	1	0
العَرَبِية مُمْتِعَة جِدًّا لِأَنَّ كَلِيمة مُدَرِّسة جَيِّدَة و عِنْدِي صَدِيق رَائع !أَنَا أَسْعَد شخص في هَٰده الجامعة 💯@rose1_tadatoshi	0	1
@iamS3D @Ezlam ثم انك ليه قررت اني باشبههم بالجزم، في كوتشيات في التويت برضو ولا انت عنصري وبتحب دونالد ترامب وحمدين صباحي!؟	1	0
الثائر الحر #عصام_سلطان معتقل في سجون الانقلاب عصام سلطان مش رقم #انا_مش_رقم	0	0
#الحكومة لا تلتـزم بـ القـانون للأسف #حقيقة	0	0
حنا الخليج يجب ان نتعاون بدعم الجيش الحر بالسلاح والمال والغذاء ودعم النازحين السوريين بكل مكان وان شاء الله سنقف بجانبهم حتى النصر	0	1
@KarMostafa @shakerrzalloum @YouTube صار #حزب_الله مثل #فيلق_القدسيتحدث عن فلسطين وهو يقتل العرب ويدمر حلب	0	0
ياسر أبو عمّار في #سياسة_في_دين :علي الجزيره غيّرت موقفي من حزب #النور بسبب مواقفه المخزية مع الرّئيس #محمد_مرسي	0	0
RT @Truthcaller: يبدو ان عالم متعامي عن ماسي المسلمين والمستضعفين في #سوريا و #فلسطين و #مصر و #بورما وغيرها من بلدان سيدفع ثمن ذلك حرب عال…	0	0
تدني بعض الصحف الرسمية والحزبية والخاصة إلى مرتبة الصحافة الصفراء الباحثة عن الفضائح والمزكية لمشاعر الانتقام والثأر	0	0
RT @NawalAbdulkarim: داعش تسرح وتمرح في العراق وسوريا برعاية اردوغان الراعي الرسمي للارهاب #erdogan_is_isis	1	0
اصحاب المحلات فى شرم احتفلوا بالانقلاب واذاعوا تسلم الايادى اليوم تظاهروا ضد الانقلاب بكره تشوفو مصر	1	0
#RamyAyach #رامي_عياش أجمل صوت وحساس وكرزيما وممثل مبدع نيالنا فيك @RamyAyach وعزفك كتير رائع شو نحكي بيضل قليل	0	1
عز الله.. عشان يجيني واحد من الطلاب ويقول انا احبك وعاشقك ياأستاذة😂 #ماذا_لو_المدارس_مختلطه	1	0
ميليشيات سعوديه عراقيه باكستانيه حزب الله .....الخ. اجتمعت كل الميليشيات الشيعيه لتقتل اهل سوريا وتقصف  المساجد !! https://t.co/P55lF8xEG7	0	0
#عمر_جابر مننا هيه هيه #زملكاوى زيينا هيه هيه #لاعب_بعقلية_أولتراس	0	1
@AlmrAsmaa يعني هسه الثورة الشعبانية كانت فصائل ارهابية تقتل الناس وتقطع الرقاب مثل جبهه النصرة واحرار الشام؟	0	0
@XHananMo غير غوتشي ماحط	0	1
المسلمون يؤمنون ان المراة لاتقود امة ومع ذلك يتمنون فوز هيلاري كلنتون وكلاهما اشد  اعداء الاسلام	0	0
@watan_usa البخيتي وأمثاله لأجل الشهرة والصيت مستعد أن يبيع أمه و شرفه ودينه فقد ترضّى عن #كيري وساعد في هدم المساجد و دور القرآن الكريم !!	1	0
نقل إعلان مؤسس #ويكيليكس المهم اليوم من لندن إلى برلين، وسيخص بالذكر هيلاري كلنتون التي اقترحت مهاجمته بطائرة بدون… https://t.co/zYmh9yvCHR	0	0
عدد المدنيين الذين أحيلوا للقضاء العسكري يقترب من 12 الف مصري في ستة اشهر الرسالة هنا ان التظاهر السلمي قد يكلفك سنوات في السجن الحربي	0	0
لأنه يقدم نفسه…أو يقدمه الإعلام الغربي على أنه مقرب من دوائرصنع القرار…وهو يستمرىء هذه الكذبه…ولأنه يروج  كذبات من… https://t.co/bAXEE4pY7w	0	0
@_yahyaxD اسرع من كهربا و رمضان مجتمعين و اسرع من صلاح كمان رغم كرهي ليه بس هو بيناسب الخطة الدفاعية بتاعتنا	0	1
الشيعه اكبر عدو للاسلام كفرو الصحابه وطعنو بالقران والرسول وابادو اهل السنه #لافروف https://t.co/hpRUTAQlxH	0	0
القطريين اختتطفو لانهم من الاسره الحاكمه وليس لانهم سنه لغرظ مساومتهم في اسراهم في سوريا من حزب الله والله يفك اسرا… https://t.co/gYWdMLfZuG	0	0
بي وجود جنرتل ميشال عون الله يحميك #جهزوا_سواعدكم	0	1
اللهم أنصر السلفي الوهابي دونالد ترامب علي الشيعية الرافضية هيلاري كلنتون	1	0
سيصبح 6 أكتوبر يوما للعار وليس لذكري الإنتصار #كلام_و_كلام #يوسف_الحسيني #السادة_المحترمون …	1	0
فَتّشت فى أرض العربفما وجدت أبا بكر ووجدت ألف أبى لهب(نزار قبانى)#ستبقى_حلب	0	0
كن شريفاً امينا ً لا لأن الناس يستحقون الشرف والأمانة بل لأنك انت لا تستحق الضعة والخيانة #عباس العقاد	0	1
مش صالح دا كنتوا مخبينه من شعبه https://t.co/TjJjvMA0dS	0	0
العسكر خاين كالعاده ؛ دخلوا الجامع بالبياده #مجزرة_العباسيه #عسكر_كاذبون #لن_ننسي #لن_نسامح	1	0
#الاحتلال يصدر حكمًا بالسجن 18 عاما ضد شابين مقدسيين https://t.co/xwR9P4NHEA https://t.co/TXXpvoFC7K	0	0
#حلب_تباد_بسكوت_العرب#مجلس_الأمن #الأمم_المتحدة #الجامعة_العربية هم عُرّاب الحرب في سورية والعراق واليمن وغيرهم فقدانخفض دخلهم من #فلسطين	0	0
@BouEidJoe @NawalElZoghbi نوال الزغبي لما بتنزل اغنية بتكون اغنية 👍جامدة ودة...💃💃💃 دليل نجاح	0	1
#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لنور الدين محمود 15سنة #الدقهلية طالب بالثانوي الأزهري	1	0
#زملكاوى انا و الفخر ليا	0	1
ولك اذا ريكي مارتن ضهر مع واحد سوري مينو انتي يا معفنة ياشوصة لحتى ماتضهري...😝😅😅	1	0
السعودية تدعم المجرمين القتله لمصالحها الشخصيه باسم العروبه و الاسلام #جنبلاط #Christmas #AUB150 #حمله_دفي #الصين https://t.co/tKjymgd9pr	0	0
@Fat2552 بالعكس الله يهدي كل شخص غفل وابتعد عن الدين، ارفض منطقك لانه ينافي مبديء الاسلام في المناصحة والدعوة واللطفافة في ذلك	0	0
حفرتوها لغيركم وصارت من نصيبكم #إيران جاء وقت الحساب مع #الولايات_المتحدة والعقوبات بدايه بس القادم اكثر خلي #روسيا تنفعك #إرهابي #حزب_الله	1	0
@__malt_alyk @11_hayoon @AshiqElsamt بطني معاد اقدر ياربي سيسي ومرسي	0	0
أيها الاخوان الا تذكرون 52 شهيدا قتلتهم شرطة محمد ابراهيم بأوامر من مرسي عندما شكر مرسي القتلة واعلن حظر التجول اعترفوا بجرائمكم	1	0
دلعونا نوال الزغبي: https://t.co/6EEQcKmNuo عبر @YouTube	0	1
RT @_zayeeed: قالها جستن بيبر 😪احبكـ يا نظـر عيني غنااتي و احب الارض لي تمشـي عليـها 🎶	0	1
RT @beseatt: كيبل آيفونضد القطع😉-شحن ونقل بيانات سريع 👍🏻من أفضل الكيابل👍يتحمل الكرف 😻 ومعتمد من قبل شركة آبل طوله ١.٢للطلب واتس…	0	1
